id,name,nameDisplay,abv,isOrganic,isRetired,createDate,updateDate,glass.name,style.category.name,style.category.createDate,style.name,style.shortName,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,ibu,available.name,year,style.ogMax,srm.name,servingTemperature,style.category.updateDate
J2UGn1,Baltic Anomaly,Baltic Anomaly,8.5,N,N,2017-09-14 14:23:26,2018-11-02 02:15:14,,Other Lager,2012-03-21 20:06:46,Baltic-Style Porter,Baltic Porter,35.0,40.0,7.5,9.0,40.0,40.0,1.072,1.016,1.022,2012-03-21 20:06:46,2015-04-07 15:41:46,20.0,,,,,,
Beiqbm,Baltic Joy,Baltic Joy,7.4,N,N,2016-11-10 21:09:47,2018-11-02 02:15:14,,Other Lager,2012-03-21 20:06:46,Baltic-Style Porter,Baltic Porter,35.0,40.0,7.5,9.0,40.0,40.0,1.072,1.016,1.022,2012-03-21 20:06:46,2015-04-07 15:41:46,,,,,,,
YXPOTZ,Bamberg Helles,Bamberg Helles,5.2,N,N,2015-04-06 16:48:29,2018-11-02 02:15:14,,European-germanic Lager,2012-03-21 20:06:46,Bamberg-Style Helles Rauchbier,Helles Rauchbier,18.0,25.0,4.5,5.5,4.0,6.0,1.044,1.008,1.012,2012-03-21 20:06:46,2015-04-07 15:38:36,30.0,,,,,,
kbyHKb,Banana Stand,Banana Stand,,Y,N,2015-07-15 16:50:03,2018-11-02 02:15:14,,German Origin Ales,2012-03-21 20:06:46,South German-Style Dunkel Weizen / Dunkel Weissbier,Dunkelweizen,10.0,15.0,4.8,5.4,10.0,19.0,1.048,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:30:09,,,,,,,
bdFoir,Bare Knuckle Stout,Bare Knuckle Stout,,N,N,2012-01-03 02:42:45,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Stout,American Stout,35.0,60.0,5.7,8.8,40.0,40.0,1.05,1.01,1.022,2012-03-21 20:06:46,2015-04-07 15:28:43,,,,,,,
wRkDGh,Barrel Aged 471 IPA. Aggressive Hoppiness,Barrel Aged 471 IPA. Aggressive Hoppiness,9.2,N,N,2015-12-06 17:17:31,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,65.0,100.0,7.5,10.5,5.0,13.0,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,70.0,,,,,,
fGeFvg,Barrel Aged BOTL Cap,Barrel Aged BOTL Cap,8.9,N,N,2014-09-05 02:59:54,2018-11-02 02:15:14,,European-germanic Lager,2012-03-21 20:06:46,German-Style Heller Bock/Maibock,Maibock,20.0,38.0,6.0,8.0,4.0,10.0,1.0659999999999998,1.012,1.02,2012-03-21 20:06:46,2015-04-07 15:39:04,,,,,,,
dS3WFU,Barrel Aged Chaka (Merlot),Barrel Aged Chaka (Merlot),8.0,N,N,2014-06-17 14:50:43,2018-11-02 02:15:14,,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Blonde Ale,Belgian Blonde,15.0,30.0,6.0,7.8,4.0,7.0,1.054,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:01,,,,,,,
18Ki63,Barrel Aged Dale's Pale Ale (Makers Mark),Barrel Aged Dale's Pale Ale (Makers Mark),6.5,N,N,2014-06-17 14:49:30,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,30.0,42.0,4.5,5.6,6.0,14.0,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,,,,,,
8SiLJi,Barrel Aged Imperial Cherry Stout,Barrel Aged Imperial Cherry Stout,9.5,N,N,2017-08-20 17:35:33,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,50.0,80.0,7.0,12.0,40.0,40.0,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,,,,,,,
LMONA6,Barrel Aged Mama's Mama's Little Yella Pils (Tequila),Barrel Aged Mama's Mama's Little Yella Pils (Tequila),5.3,N,N,2014-06-17 15:00:16,2018-11-02 02:15:14,,North American Lager,2012-03-21 20:06:46,American-Style Pilsener,American Pilsener,25.0,40.0,5.0,6.0,3.0,6.0,1.045,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:40:08,35.0,,,,,,
hO6U5X,Barrel Aged Narwhal,Barrel Aged Narwhal,12.9,N,N,2013-02-02 13:19:10,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,50.0,80.0,7.0,12.0,40.0,40.0,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,,,,,Over 40,,
zLqnaW,Barrel Aged Nuovo Record,Barrel Aged Nuovo Record,13.5,N,N,2015-11-16 16:03:50,2018-11-02 02:15:14,,German Origin Ales,2012-03-21 20:06:46,South German-Style Weizenbock / Weissbock,Weizenbock,15.0,35.0,6.9,9.3,5.0,30.0,1.0659999999999998,1.016,1.028,2012-03-21 20:06:46,2015-04-07 15:30:15,,,,,,,
DvxCJ2,Barrel Aged Twenty Five,Barrel Aged Twenty Five,9.8,N,N,2016-02-15 14:56:13,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Porter,American Imperial Porter,35.0,50.0,5.5,9.5,40.0,40.0,1.08,1.02,1.03,2013-08-10 12:42:51,2015-04-07 15:49:32,,Limited,,1.1,,,
HIwvra,Barrel-Aged Bigfoot (Whiskey Barrels),Barrel-Aged Bigfoot (Whiskey Barrels) (2015),11.9,N,N,2015-01-05 12:57:13,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,60.0,100.0,8.4,12.0,11.0,22.0,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,,Seasonal,2015.0,,,,
AZgmir,Barrel-Aged Hoptimum  (Trip in the Woods),Barrel-Aged Hoptimum  (Trip in the Woods),11.5,N,N,2016-11-29 19:39:04,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,
xjSOtt,Barrel-Aged Porter,Barrel-Aged Porter,7.4,N,N,2014-03-13 01:39:34,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Wood- and Barrel-Aged Beer,BBL Aged,,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:46:27,,,,,,,
Ydp0k0,Barrel-Aged Ten Fidy,Barrel-Aged Ten Fidy,12.9,N,N,2016-11-18 17:29:13,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,50.0,80.0,7.0,12.0,40.0,40.0,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,65.0,,,,,,
PZL75k,Barrel-Aged Thunder Ann,Barrel-Aged Thunder Ann,,Y,N,2015-07-14 21:19:48,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,30.0,42.0,4.5,5.6,6.0,14.0,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,,,,,,
4A41PO,Barrel-Aged Torpedo Extra IPA,Barrel-Aged Torpedo Extra IPA,8.5,N,N,2014-10-29 22:11:31,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,
x7GusT,Batch #2 Barleywine,Batch #2 Barleywine (2015),,N,N,2015-02-25 13:09:05,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,60.0,100.0,8.4,12.0,11.0,22.0,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,,Limited,2015.0,,,,
JzR6cK,Bavarian-Styled Doppel Weizen,Bavarian-Styled Doppel Weizen,9.0,N,N,2015-10-12 15:10:57,2018-11-02 02:15:14,,German Origin Ales,2012-03-21 20:06:46,South German-Style Weizenbock / Weissbock,Weizenbock,15.0,35.0,6.9,9.3,5.0,30.0,1.0659999999999998,1.016,1.028,2012-03-21 20:06:46,2015-04-07 15:30:15,,Limited,,,,,
kvklwS,Bayside Black IPA,Bayside Black IPA,7.1,N,N,2016-09-23 12:31:11,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,Over 40,,
3JrTod,Beach Bum Blonde Ale,Beach Bum Blonde Ale,5.4,N,N,2012-01-03 02:42:46,2018-11-02 02:15:14,,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Blonde Ale,Belgian Blonde,15.0,30.0,6.0,7.8,4.0,7.0,1.054,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:01,,,,,,,
9YCuGj,Bearsharktopus,Bearsharktopus,6.0,N,N,2018-06-04 20:56:44,2018-11-02 02:15:14,,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Pale Ale,Belgian Pale,20.0,30.0,4.0,6.0,6.0,12.0,1.044,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:06,,,,,,,
ZQkBoF,Bearwalker Barrel Aged Double Maple,Bearwalker Barrel Aged Double Maple,6.0,Y,N,2015-07-15 16:38:06,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Brown Ale,American Brown,25.0,45.0,4.0,6.4,15.0,26.0,1.04,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:27:35,,,,,,,
Nl1CJp,Bearwalker Brown,Bearwalker Brown,,N,N,2013-05-02 22:16:54,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Brown Ale,American Brown,25.0,45.0,4.0,6.4,15.0,26.0,1.04,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:27:35,,,,,,,
c4ODPx,Bearwalker Maple Brown (Four Roses Barrel-Aged),Bearwalker Maple Brown (Four Roses Barrel-Aged),,Y,N,2015-07-14 21:01:28,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Wood- and Barrel-Aged Dark Beer,BBL Aged Dark,,,3.75,6.5,,,,,,2012-03-21 20:06:46,2015-04-07 15:46:44,,,,,,,
Jyj4KZ,Bearwalker Maple Nut (Eagle Rare Barrel Aged),Bearwalker Maple Nut (Eagle Rare Barrel Aged),,Y,N,2015-07-14 21:06:03,2018-11-02 02:15:14,,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style White (or Wit) / Belgian-Style Wheat,Witbier,10.0,17.0,4.8,5.2,2.0,4.0,1.044,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:32:30,,,,,,,
OJadqc,Beer Barrel Bourbon,Beer Barrel Bourbon,,N,N,2014-11-14 15:26:16,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Wood- and Barrel-Aged Beer,BBL Aged,,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:46:27,,,,,,,
2rqlKs,Beer Camp 013: Old Cantankerous,Beer Camp 013: Old Cantankerous,6.6,N,N,2018-04-30 00:38:23,2018-11-02 02:15:14,,British Origin Ales,2012-03-21 20:06:45,Old Ale,Old Ale,30.0,65.0,6.0,9.0,12.0,30.0,1.058,1.014,1.03,2012-03-21 20:06:45,2015-04-07 15:21:03,,,,,,,
7iFx4r,Beer Camp Across America,Beer Camp Across America (2014),8.6,N,N,2014-03-25 13:35:16,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,65.0,100.0,7.5,10.5,5.0,13.0,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,Limited,2014.0,,,,
6mTebP,Beer Camp Golden IPA,Beer Camp Golden IPA (2017),6.5,N,N,2017-01-09 20:04:35,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,50.0,,2017.0,,,,
pTHBWA,Beer Camp Hoppy Lager,Beer Camp Hoppy Lager,7.0,N,N,2015-01-10 16:28:05,2018-11-02 02:15:14,,North American Lager,2012-03-21 20:06:46,American-Style Lager,American Lager,5.0,13.0,3.8,5.0,2.0,4.0,1.04,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:39:26,55.0,Year Round,,,,,
pGqazY,Beer Camp Tropical IPA,Beer Camp Tropical IPA (2015),6.7,N,N,2016-01-01 14:00:16,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,55.0,Limited,2015.0,,,,
ZK2Swv,Beer Camp: Atlantic-Style Vintage Ale,Beer Camp: Atlantic-Style Vintage Ale (2017),8.5,N,N,2017-05-19 12:02:39,2018-11-02 02:15:14,,British Origin Ales,2012-03-21 20:06:45,Classic English-Style Pale Ale,English Pale,20.0,40.0,4.5,5.5,5.0,5.0,1.04,1.008,1.016,2012-03-21 20:06:45,2015-04-07 15:18:23,40.0,Limited,2017.0,,,,
BdlH6M,Beer Camp: Campout Porter,Beer Camp: Campout Porter (2017),7.7,N,N,2017-05-19 12:15:42,2018-11-02 02:15:14,,British Origin Ales,2012-03-21 20:06:45,Brown Porter,Brown Porter,20.0,30.0,4.5,6.0,20.0,35.0,1.04,1.006,1.014,2012-03-21 20:06:45,2015-04-07 15:21:43,32.0,Limited,2017.0,,,,
QHCtPE,Beer Camp: Dry Hopped Belgian Golden,Beer Camp: Dry Hopped Belgian Golden (2017),8.0,N,N,2017-05-19 12:54:44,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,Golden or Blonde Ale,Blonde,15.0,25.0,4.0,5.0,3.0,7.0,1.045,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:27:26,35.0,Limited,2017.0,,,,
nxU5Fn,Beer Camp: Dry-Hopped Barleywine-Style Ale,Beer Camp: Dry-Hopped Barleywine-Style Ale (2017),9.4,N,N,2017-05-19 12:28:59,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,60.0,100.0,8.4,12.0,11.0,22.0,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,90.0,Limited,2017.0,,,,
2avhYf,Beer Camp: Dry-Hopped Berliner-Style Weisse,Beer Camp: Dry-Hopped Berliner-Style Weisse (2017),4.2,N,N,2017-05-19 13:05:54,2018-11-02 02:15:14,,German Origin Ales,2012-03-21 20:06:46,Berliner-Style Weisse (Wheat),Berlinerweisse,3.0,6.0,2.8,3.4,2.0,4.0,1.028,1.004,1.006,2012-03-21 20:06:46,2015-04-07 15:29:14,10.0,Limited,2017.0,,,,
eueVi6,Beer Camp: Dunkle Weisse,Beer Camp: Dunkle Weisse (2017),5.7,N,N,2017-05-19 13:13:22,2018-11-02 02:15:14,,German Origin Ales,2012-03-21 20:06:46,South German-Style Dunkel Weizen / Dunkel Weissbier,Dunkelweizen,10.0,15.0,4.8,5.4,10.0,19.0,1.048,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:30:09,10.0,Limited,2017.0,,,,
z8iAm9,Beer Camp: East Meets West IPA,Beer Camp: East Meets West IPA (2017),7.0,N,N,2017-05-19 13:36:22,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,40.0,Limited,2017.0,,,,
bSQyva,Beer Camp: Ginger Lager,Beer Camp: Ginger Lager (2017),6.2,N,N,2017-05-19 13:42:24,2018-11-02 02:15:14,,North American Lager,2012-03-21 20:06:46,American-Style Lager,American Lager,5.0,13.0,3.8,5.0,2.0,4.0,1.04,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:39:26,20.0,Limited,2017.0,,,,
q5sbES,Beer Camp: Raspberry Sundae Ale,Beer Camp: Raspberry Sundae Ale (2017),8.0,N,N,2017-05-19 14:16:12,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Herb and Spice Beer,Spice Beer,5.0,70.0,2.5,12.0,5.0,50.0,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:45,10.0,Limited,2017.0,,,,
lT9g7O,Beer Camp: Stout of the Union,Beer Camp: Stout of the Union,7.0,N,N,2016-05-23 14:27:15,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Stout,American Stout,35.0,60.0,5.7,8.8,40.0,40.0,1.05,1.01,1.022,2012-03-21 20:06:46,2015-04-07 15:28:43,64.0,,,,,,
SPbPNt,Beer Camp: Thai-Style Iced Tea,Beer Camp: Thai-Style Iced Tea (2017),7.2,N,N,2017-05-19 14:22:51,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Herb and Spice Beer,Spice Beer,5.0,70.0,2.5,12.0,5.0,50.0,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:45,12.0,Limited,2017.0,,,,
4jKDXK,Beer Camp: West Coast DIPA,Beer Camp: West Coast DIPA (2017),8.2,N,N,2017-05-19 14:28:24,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,65.0,100.0,7.5,10.5,5.0,13.0,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,65.0,Limited,2017.0,,,,
h331gl,Beer Camp: White IPA with Yuzu,Beer Camp: White IPA with Yuzu (2017),7.0,N,N,2017-05-19 14:35:23,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,50.0,70.0,6.3,7.5,6.0,14.0,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,20.0,Limited,2017.0,,,,
gFe3ro,Beer Like A Billy Goat,Beer Like A Billy Goat,6.5,N,N,2018-06-22 14:36:48,2018-11-02 02:15:14,,European-germanic Lager,2012-03-21 20:06:46,German-Style Heller Bock/Maibock,Maibock,20.0,38.0,6.0,8.0,4.0,10.0,1.0659999999999998,1.012,1.02,2012-03-21 20:06:46,2015-04-07 15:39:04,25.0,,,,,,
ZJdowf,Beerhive,Beerhive,8.47,N,N,2012-01-03 02:42:46,2018-11-02 02:15:14,Pint,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Tripel,Belgian Tripel,20.0,45.0,7.0,10.0,4.0,9.0,1.07,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:31:50,,Limited,,,,,
1cLpJP,Beerito,Beerito,4.0,N,N,2016-05-19 02:06:38,2018-11-02 02:15:14,,European-germanic Lager,2012-03-21 20:06:46,Vienna-Style Lager,Vienna Lager,22.0,28.0,4.8,5.4,12.0,16.0,1.046,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:36:42,21.0,,,,,,
BoJHzM,Belgian Black IPA - Beer Camp #94,Belgian Black IPA - Beer Camp #94,7.7,N,N,2014-06-17 19:57:11,2018-11-02 02:15:14,,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Pale Ale,Belgian Pale,20.0,30.0,4.0,6.0,6.0,12.0,1.044,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:06,52.0,,,,,,
nAr0mR,Belgian Blond,Belgian Blond,6.7,N,N,2015-04-06 17:17:07,2018-11-02 02:15:14,,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Pale Strong Ale,Belgian Pale Strong,20.0,50.0,7.0,11.0,4.0,10.0,1.064,1.012,1.024,2012-03-21 20:06:46,2015-04-07 15:32:16,20.0,,,,,,
DQW0WA,Belgian Crush,Belgian Crush,5.7,N,N,2012-10-10 23:41:26,2018-11-02 02:15:14,,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Pale Ale,Belgian Pale,20.0,30.0,4.0,6.0,6.0,12.0,1.044,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:06,,,,,,,
hDKDfU,Belgian Style Pale Ale - Mountain Series,Belgian Style Pale Ale - Mountain Series,,N,N,2015-10-31 23:54:01,2018-11-02 02:15:14,,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Pale Ale,Belgian Pale,20.0,30.0,4.0,6.0,6.0,12.0,1.044,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:06,,Limited,,,,,
X8qNCS,Belgian-Style Blonde IPA,Belgian-Style Blonde IPA,7.5,N,N,2013-02-19 11:44:59,2018-11-02 02:15:14,,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Blonde Ale,Belgian Blonde,15.0,30.0,6.0,7.8,4.0,7.0,1.054,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:01,,,,,,,
17KZDP,Bella Czech Pils,Bella Czech Pils,5.3,N,N,2017-01-25 20:13:26,2018-11-02 02:15:14,,International Styles,2012-03-21 20:06:46,International-Style Pilsener,International Pilsener,17.0,30.0,4.5,5.3,3.0,4.0,1.044,1.008,1.01,2012-03-21 20:06:46,2015-04-07 15:42:11,35.0,,,,,,
8nUyoD,Belle Meade Bourbon Sour,Belle Meade Bourbon Sour,,Y,N,2015-07-14 20:57:31,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Wood- and Barrel-Aged Sour Beer,BBL Aged Sour,,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:46:56,,,,,,,
O3nY32,Bernie Weisse,Bernie Weisse,3.2,N,N,2017-07-28 13:41:43,2018-11-02 02:15:14,,German Origin Ales,2012-03-21 20:06:46,Berliner-Style Weisse (Wheat),Berlinerweisse,3.0,6.0,2.8,3.4,2.0,4.0,1.028,1.004,1.006,2012-03-21 20:06:46,2015-04-07 15:29:14,5.0,,,,,,
QtA7tb,Betsy's Revenge,Betsy's Revenge,4.5,Y,N,2015-07-14 20:51:50,2018-11-02 02:15:14,,Hybrid/mixed Beer,2012-03-21 20:06:46,Pumpkin Beer,Pumpkin Beer,5.0,70.0,2.5,12.0,5.0,50.0,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:28,50.0,,,,,,
pSVIAZ,BFD - Beer For Drinking,BFD - Beer For Drinking,4.8,N,N,2018-04-24 19:55:10,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,Golden or Blonde Ale,Blonde,15.0,25.0,4.0,5.0,3.0,7.0,1.045,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:27:26,33.0,,,,,,
zqS7ze,Bigfoot,Bigfoot (1997),9.6,N,N,2012-01-03 02:42:49,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,60.0,100.0,8.4,12.0,11.0,22.0,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,,Limited,1997.0,,,,
ETtkIW,Bigfoot,Bigfoot (1996),9.6,N,N,2012-01-03 02:42:49,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,60.0,100.0,8.4,12.0,11.0,22.0,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,,Limited,1996.0,,25,,
eyYenc,Bigfoot,Bigfoot (1998),9.6,N,N,2012-01-03 02:42:49,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,60.0,100.0,8.4,12.0,11.0,22.0,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,,Limited,1998.0,,,,
ygAzC9,Bigfoot,Bigfoot (2001),9.6,N,N,2012-01-03 02:42:49,2018-11-02 02:15:14,Pint,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,60.0,100.0,8.4,12.0,11.0,22.0,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,90.0,Seasonal,2001.0,,,,
aztnLa,Bigfoot,Bigfoot (2002),9.6,N,N,2012-01-03 02:42:49,2018-11-02 02:15:14,Pint,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,60.0,100.0,8.4,12.0,11.0,22.0,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,90.0,Limited,2002.0,,,,
DJcbV1,Bigfoot,Bigfoot (2003),9.6,N,N,2012-01-03 02:42:49,2018-11-02 02:15:14,Pint,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,60.0,100.0,8.4,12.0,11.0,22.0,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,90.0,Limited,2003.0,,,,
pdLPeS,Bigfoot,Bigfoot (2004),9.6,N,N,2012-01-03 02:42:49,2018-11-02 02:15:14,Pint,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,60.0,100.0,8.4,12.0,11.0,22.0,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,90.0,Limited,2004.0,,,,
Rx4Dnt,Bigfoot,Bigfoot (2005),9.6,N,N,2012-01-03 02:42:49,2018-11-02 02:15:14,Pint,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,60.0,100.0,8.4,12.0,11.0,22.0,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,90.0,Limited,2005.0,,,,
ysyw2P,Bigfoot,Bigfoot (2015),9.6,N,N,2016-04-19 20:15:20,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,60.0,100.0,8.4,12.0,11.0,22.0,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,90.0,,2015.0,,,,
4sdq0d,Bigfoot,Bigfoot (2007),9.6,N,N,2016-05-22 13:50:16,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,60.0,100.0,8.4,12.0,11.0,22.0,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,90.0,Limited,2007.0,,,,
1UhodH,Bigfoot,Bigfoot (2017),,N,N,2017-04-16 02:37:40,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,60.0,100.0,8.4,12.0,11.0,22.0,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,,,2017.0,,,,
IphbdN,Bigfoot,Bigfoot (2006),9.6,N,N,2012-01-03 02:42:49,2018-11-02 02:15:14,,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,60.0,100.0,8.4,12.0,11.0,22.0,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,,Limited,2006.0,,,,
