id,name,nameDisplay,abv,ibu,styleId,isRetired,status,statusDisplay,createDate,updateDate,labels.icon,labels.medium,labels.large,labels.contentAwareIcon,labels.contentAwareMedium,labels.contentAwareLarge,style.id,style.categoryId,style.category.id,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,availableId,available.id,available.name,available.description,year,style.ogMax,locationId,location.id,location.name,location.streetAddress,location.locality,location.postalCode,location.website,location.isPrimary,location.inPlanning,location.isClosed,location.openToPublic,location.locationType,location.locationTypeDisplay,location.countryIsoCode,location.status,location.statusDisplay,location.createDate,location.updateDate,location.country.isoCode,location.country.name,location.country.displayName,location.country.isoThree,location.country.numberCode,location.country.createDate,location.extendedAddress,location.region,location.phone,location.yearOpened
UeS70D,Enjoy By 5.30.16 Tangerine IPA,Enjoy By 5.30.16 Tangerine IPA,9.4,90,31,N,verified,Verified,2016-05-07 12:29:28,2016-05-07 12:33:23,https://brewerydb-images.s3.amazonaws.com/beer/UeS70D/upload_zeIWHa-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/UeS70D/upload_zeIWHa-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/UeS70D/upload_zeIWHa-large.png,https://brewerydb-images.s3.amazonaws.com/beer/UeS70D/upload_zeIWHa-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/UeS70D/upload_zeIWHa-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/UeS70D/upload_zeIWHa-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lsitSN,Enjoy By IPA 02.14.14,Enjoy By IPA 02.14.14,9.4,,31,N,verified,Verified,2014-01-26 01:31:17,2015-12-17 09:41:53,https://brewerydb-images.s3.amazonaws.com/beer/lsitSN/upload_I9mT0Z-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/lsitSN/upload_I9mT0Z-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/lsitSN/upload_I9mT0Z-large.png,https://brewerydb-images.s3.amazonaws.com/beer/lsitSN/upload_I9mT0Z-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/lsitSN/upload_I9mT0Z-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/lsitSN/upload_I9mT0Z-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KzxPZ2,Enjoy By IPA 02.14.15,Enjoy By IPA 02.14.15,9.4,,31,N,verified,Verified,2015-01-19 18:52:54,2015-12-17 21:26:00,https://brewerydb-images.s3.amazonaws.com/beer/KzxPZ2/upload_1o5d7S-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/KzxPZ2/upload_1o5d7S-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/KzxPZ2/upload_1o5d7S-large.png,https://brewerydb-images.s3.amazonaws.com/beer/KzxPZ2/upload_1o5d7S-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/KzxPZ2/upload_1o5d7S-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/KzxPZ2/upload_1o5d7S-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7yUGFv,Enjoy By IPA 02.15.13,Enjoy By IPA 02.15.13,9.4,,31,N,verified,Verified,2013-01-03 12:29:07,2015-12-16 22:48:31,https://brewerydb-images.s3.amazonaws.com/beer/7yUGFv/upload_O1xSRw-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/7yUGFv/upload_O1xSRw-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/7yUGFv/upload_O1xSRw-large.png,https://brewerydb-images.s3.amazonaws.com/beer/7yUGFv/upload_O1xSRw-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/7yUGFv/upload_O1xSRw-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/7yUGFv/upload_O1xSRw-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9SZBLt,Enjoy By IPA 04.01.13,Enjoy By IPA 04.01.13,9.4,,31,N,verified,Verified,2013-02-19 11:46:21,2015-12-16 23:09:46,https://brewerydb-images.s3.amazonaws.com/beer/9SZBLt/upload_pX2dEQ-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/9SZBLt/upload_pX2dEQ-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/9SZBLt/upload_pX2dEQ-large.png,https://brewerydb-images.s3.amazonaws.com/beer/9SZBLt/upload_pX2dEQ-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/9SZBLt/upload_pX2dEQ-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/9SZBLt/upload_pX2dEQ-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kHhzy2,Enjoy By IPA 04.20.13,Enjoy By IPA 04.20.13,9.4,88,31,N,verified,Verified,2015-01-29 20:09:33,2015-03-31 19:41:10,,,,,,,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4RxwNd,Enjoy By IPA 04.20.14,Enjoy By IPA 04.20.14,9.4,,31,N,verified,Verified,2014-03-20 13:45:12,2014-11-20 01:54:11,,,,,,,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEkyCn,Enjoy By IPA 04.20.15,Enjoy By IPA 04.20.15,9.4,88,30,N,verified,Verified,2015-03-25 14:58:22,2015-12-18 01:01:42,https://brewerydb-images.s3.amazonaws.com/beer/WEkyCn/upload_ycvqos-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/WEkyCn/upload_ycvqos-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/WEkyCn/upload_ycvqos-large.png,https://brewerydb-images.s3.amazonaws.com/beer/WEkyCn/upload_ycvqos-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/WEkyCn/upload_ycvqos-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/WEkyCn/upload_ycvqos-contentAwareLarge.png,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MbQo7T,Enjoy By IPA 05.16.14,Enjoy By IPA 05.16.14,9.4,88,31,N,verified,Verified,2015-01-29 20:09:49,2015-01-29 20:09:49,,,,,,,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yv9cGu,Enjoy By IPA 05.17.13,Enjoy By IPA 05.17.13,9.4,88,31,N,verified,Verified,2015-01-29 20:10:15,2015-01-29 20:10:15,,,,,,,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bEsQQL,Enjoy By IPA 07.04.13,Enjoy By IPA 07.04.13,9.4,88,31,N,verified,Verified,2015-01-29 20:10:34,2015-01-29 20:10:34,,,,,,,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zh7Dpj,Enjoy By IPA 07.04.14,Enjoy By IPA 07.04.14,9.4,,31,N,verified,Verified,2014-06-12 20:11:26,2015-12-17 14:21:07,https://brewerydb-images.s3.amazonaws.com/beer/zh7Dpj/upload_Pd32oh-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/zh7Dpj/upload_Pd32oh-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/zh7Dpj/upload_Pd32oh-large.png,https://brewerydb-images.s3.amazonaws.com/beer/zh7Dpj/upload_Pd32oh-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/zh7Dpj/upload_Pd32oh-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/zh7Dpj/upload_Pd32oh-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
