id,name,nameDisplay,abv,styleId,isRetired,status,statusDisplay,createDate,updateDate,labels.icon,labels.medium,labels.large,labels.contentAwareIcon,labels.contentAwareMedium,labels.contentAwareLarge,style.id,style.categoryId,style.category.id,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,ibu,availableId,available.id,available.name,available.description,year,style.ogMax
fdnFoV,Audition - Belgian-Style Blonde,Audition - Belgian-Style Blonde,6.3,61,N,verified,Verified,2014-03-13 12:08:28,2015-12-17 10:57:37,https://brewerydb-images.s3.amazonaws.com/beer/fdnFoV/upload_uUz4Yt-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/fdnFoV/upload_uUz4Yt-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/fdnFoV/upload_uUz4Yt-large.png,https://brewerydb-images.s3.amazonaws.com/beer/fdnFoV/upload_uUz4Yt-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/fdnFoV/upload_uUz4Yt-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/fdnFoV/upload_uUz4Yt-contentAwareLarge.png,61,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Blonde Ale,Belgian Blonde,"Belgian-style blond ales are characterized by low yet evident hop bitterness, flavor, and sometimes aroma. Light to medium body and low malt aroma with a sweet, spiced and a low to medium fruity-ester character orchestrated in flavor and aroma. Sugar may be used to lighten perceived body. They are blonde to golden in color. Noble-type hops are commonly used. Low levels of phenolic spiciness from yeast byproducts may be perceived. Diacetyl should not be perceived. Acidic character should not be present. Chill haze is allowable at cold temperatures.",15,30,6,7.8,4,7,1.054,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:01,,,,,,,
8ugUQF,Audition - Belgian-Style Pale Ale,Audition - Belgian-Style Pale Ale,5.3,62,N,verified,Verified,2014-03-13 12:10:15,2015-12-17 11:11:51,https://brewerydb-images.s3.amazonaws.com/beer/8ugUQF/upload_0D4xet-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/8ugUQF/upload_0D4xet-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/8ugUQF/upload_0D4xet-large.png,https://brewerydb-images.s3.amazonaws.com/beer/8ugUQF/upload_0D4xet-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/8ugUQF/upload_0D4xet-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/8ugUQF/upload_0D4xet-contentAwareLarge.png,62,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Pale Ale,Belgian Pale,"Belgian-style pale ales are characterized by low but noticeable hop bitterness, flavor, and aroma. Light to medium body and low malt aroma are typical. They are light amber to deep amber in color. Noble-type hops are commonly used. Low to medium fruity esters are evident in aroma and flavor. Low levels of phenolic spiciness from yeast byproducts may be perceived. Low caramel or toasted malt flavor is okay. Diacetyl should not be perceived. Chill haze is allowable at cold temperatures.",20,30,4,6,6,12,1.044,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:06,,,,,,,
zrqusY,Audition - Dark Ale,Audition - Dark Ale,8.5,27,N,verified,Verified,2014-03-13 12:11:25,2020-02-19 00:47:29,https://brewerydb-images.s3.amazonaws.com/beer/zrqusY/upload_MBsrE5-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/zrqusY/upload_MBsrE5-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/zrqusY/upload_MBsrE5-large.png,https://brewerydb-images.s3.amazonaws.com/beer/zrqusY/upload_MBsrE5-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/zrqusY/upload_MBsrE5-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/zrqusY/upload_MBsrE5-contentAwareLarge.png,27,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Belgo-Style Ale,American/Belgian Ale,"American-Belgo-Style Ales are
either 1) non-Belgian beer types portraying the
unique characters imparted by yeasts typically used
in big, fruity Belgian-style ales, or 2) defined Belgianstyle beers displaying the hallmark attributes typical
of American variety hops. These beers are unique
unto themselves.",,,,,5,,,,,2012-03-21 20:06:45,2020-02-19 00:48:40,,,,,,,
BJFSW8,Audition - Double IPA,Audition - Double IPA,8.5,31,N,verified,Verified,2017-03-24 20:54:25,2017-03-24 20:54:25,,,,,,,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,,,,,
cBZj1z,Audition - English-Style Bitter,Audition - English-Style Bitter,5.6,3,N,verified,Verified,2014-03-13 12:11:45,2015-12-17 10:31:28,https://brewerydb-images.s3.amazonaws.com/beer/cBZj1z/upload_mgNh5l-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/cBZj1z/upload_mgNh5l-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/cBZj1z/upload_mgNh5l-large.png,https://brewerydb-images.s3.amazonaws.com/beer/cBZj1z/upload_mgNh5l-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/cBZj1z/upload_mgNh5l-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/cBZj1z/upload_mgNh5l-contentAwareLarge.png,3,1,1,British Origin Ales,2012-03-21 20:06:45,Ordinary Bitter,Bitter,"Ordinary bitter is gold to copper colored with medium bitterness, light to medium body, and low to medium residual malt sweetness. Hop flavor and aroma character may be evident at the brewer's discretion. Mild carbonation traditionally characterizes draft-cask versions, but in bottled versions, a slight increase in carbon dioxide content is acceptable. Fruity-ester character and very low diacetyl (butterscotch) character are acceptable in aroma and flavor, but should be minimized in this form of bitter. Chill haze is allowable at cold temperatures. (English and American hop character may be specified in subcategories.)",20,35,3,4.1,5,12,1.033,1.006,1.012,2012-03-21 20:06:45,2015-04-07 15:18:39,,,,,,,
NY86j7,Audition - Imperial Pilsner,Audition - Imperial Pilsner,8,98,N,verified,Verified,2014-03-13 12:10:47,2015-12-17 09:37:50,https://brewerydb-images.s3.amazonaws.com/beer/NY86j7/upload_q610YF-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/NY86j7/upload_q610YF-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/NY86j7/upload_q610YF-large.png,https://brewerydb-images.s3.amazonaws.com/beer/NY86j7/upload_q610YF-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/NY86j7/upload_q610YF-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/NY86j7/upload_q610YF-contentAwareLarge.png,98,8,8,North American Lager,2012-03-21 20:06:46,American-Style Pilsener,American Pilsener,"This classic and unique pre-Prohibition American-style Pilsener is straw to deep gold in color. Hop bitterness, flavor and aroma are medium to high, and use of noble-type hops for flavor and aroma is preferred. Up to 25 percent corn and/or rice in the grist should be used. Malt flavor and aroma are medium. This is a light-medium to medium-bodied beer. Sweet corn-like dimethylsulfide (DMS), fruity esters and American hop-derived citrus flavors or aromas should not be perceived. Diacetyl is not acceptable. There should be no chill haze. Competition organizers may wish to subcategorize this style into rice and corn subcategories.",25,40,5,6,3,6,1.045,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:40:08,,,,,,,
lEPIZg,Audition - Pale Ale,Audition - Pale Ale,6.5,25,N,verified,Verified,2014-03-13 12:10:29,2016-03-03 16:52:57,https://brewerydb-images.s3.amazonaws.com/beer/lEPIZg/upload_wnpwMx-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/lEPIZg/upload_wnpwMx-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/lEPIZg/upload_wnpwMx-large.png,https://brewerydb-images.s3.amazonaws.com/beer/lEPIZg/upload_wnpwMx-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/lEPIZg/upload_wnpwMx-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/lEPIZg/upload_wnpwMx-contentAwareLarge.png,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,,,,,,
WaxgGo,Audition - Pilsner,Audition - Pilsner,5.2,98,N,verified,Verified,2014-03-13 12:09:56,2015-12-17 11:26:23,https://brewerydb-images.s3.amazonaws.com/beer/WaxgGo/upload_SsN0ip-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/WaxgGo/upload_SsN0ip-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/WaxgGo/upload_SsN0ip-large.png,https://brewerydb-images.s3.amazonaws.com/beer/WaxgGo/upload_SsN0ip-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/WaxgGo/upload_SsN0ip-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/WaxgGo/upload_SsN0ip-contentAwareLarge.png,98,8,8,North American Lager,2012-03-21 20:06:46,American-Style Pilsener,American Pilsener,"This classic and unique pre-Prohibition American-style Pilsener is straw to deep gold in color. Hop bitterness, flavor and aroma are medium to high, and use of noble-type hops for flavor and aroma is preferred. Up to 25 percent corn and/or rice in the grist should be used. Malt flavor and aroma are medium. This is a light-medium to medium-bodied beer. Sweet corn-like dimethylsulfide (DMS), fruity esters and American hop-derived citrus flavors or aromas should not be perceived. Diacetyl is not acceptable. There should be no chill haze. Competition organizers may wish to subcategorize this style into rice and corn subcategories.",25,40,5,6,3,6,1.045,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:40:08,,,,,,,
HxW3xw,Audition - Rye Bock,Audition - Rye Bock,7.2,117,N,verified,Verified,2014-03-13 12:09:23,2015-12-17 11:04:37,https://brewerydb-images.s3.amazonaws.com/beer/HxW3xw/upload_OoQzQY-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/HxW3xw/upload_OoQzQY-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/HxW3xw/upload_OoQzQY-large.png,https://brewerydb-images.s3.amazonaws.com/beer/HxW3xw/upload_OoQzQY-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/HxW3xw/upload_OoQzQY-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/HxW3xw/upload_OoQzQY-contentAwareLarge.png,117,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Rye Ale or Lager with or without Yeast,Rye Ale,"Rye beers can be made using either ale or lager yeast. It should be brewed with at least 20 percent rye malt, and low to medium perception of hop bitterness. Hop aroma and flavor can be low to medium-high. These are often versions of classic styles that contain noticeable rye character in balance with other qualities of the beer. A spicy, fruity-estery aroma and flavor are typical but at low levels; however, phenolic, clove-like characteristics should not be perceived. Color is straw to amber, and the body should be light to medium in character. Diacetyl should not be perceived. If this style is packaged and served without yeast, no yeast characters should be evident in mouthfeel, flavor, or aroma. A low level of tannin derived astringency may be perceived. If this style is served with yeast, the character should portray a full yeasty mouthfeel and appear hazy to very cloudy. Yeast flavor and aroma should be low to medium but not overpowering the balance and character of rye and barley malt and hops. Darker versions of this style will be dark amber to dark brown, and the body should be light to medium in character. Roasted malts are optionally evident in aroma and flavor with a low level of roast malt astringency acceptable when appropriately balanced with malt sweetness. Roast malts may be evident as a cocoa/chocolate or caramel character. Aromatic toffee-like, caramel, or biscuit-like characters may be part of the overall flavor/aroma profile. As in the lighter colored versions, diacetyl should not be perceived. Competition directors may create specific styles of rye beer, such as Rye Pale Ale or Rye Brown Ale. A statement by the brewer indicating if the beer is based on a classic style is essential for accurate judging.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:44:12,,,,,,,
eOVHdT,Audition - Scotch Ale,Audition - Scotch Ale,7.3,15,N,verified,Verified,2014-02-20 14:07:21,2015-12-17 10:30:16,https://brewerydb-images.s3.amazonaws.com/beer/eOVHdT/upload_k809cg-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/eOVHdT/upload_k809cg-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/eOVHdT/upload_k809cg-large.png,https://brewerydb-images.s3.amazonaws.com/beer/eOVHdT/upload_k809cg-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/eOVHdT/upload_k809cg-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/eOVHdT/upload_k809cg-contentAwareLarge.png,15,1,1,British Origin Ales,2012-03-21 20:06:45,Scotch Ale,Scotch Ale,"Scotch ales are overwhelmingly malty and full-bodied. Perception of hop bitterness is very low. Hop flavor and aroma are very low or nonexistent. Color ranges from deep copper to brown. The clean alcohol flavor balances the rich and dominant sweet maltiness in flavor and aroma. A caramel character is often a part of the profile. Dark roasted malt flavors and aroma may be evident at low levels. If present, fruity esters are generally at low aromatic and flavor levels. Low diacetyl levels are acceptable. Chill haze is allowable at cold temperatures. Though there is little evidence suggesting that traditionally made strong Scotch ales exhibited peat smoke character, the current marketplace offers many Scotch Ales with peat or smoke character present at low to medium levels. Thus a peaty/smoky character may be evident at low levels (ales with medium or higher smoke character would be considered a smoke flavored beer and considered in another category). Scotch Ales may be split into two subcategories: Traditional (no smoke character) and Peated (low level of peat smoke character).",25,35,6.2,8,15,30,1.072,1.016,1.028,2012-03-21 20:06:45,2015-04-07 15:21:11,,,,,,,
